,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,payment_Bank_transfer_auto,payment_Credit_card_auto,payment_Electronic_check,payment_Mailed_check,contract_Month_to_month,contract_One_year,contract_Two_year,gender_Female,gender_Male,SC_False,SC_True,IS_DSL,IS_Fiber_optic,IS_No
671,1,1,53,1,2,1,1,1,1,1,1,0,25.55,1336.1,0,False,True,False,False,False,False,True,False,True,True,False,False,False,True
672,0,0,1,1,2,0,0,0,0,0,0,1,75.05,75.05,1,False,False,False,True,True,False,False,True,False,True,False,False,True,False
673,0,0,22,1,2,1,1,1,1,1,1,1,24.85,493.4,0,False,True,False,False,True,False,False,False,True,True,False,False,False,True
674,0,0,52,0,1,0,2,0,0,2,2,1,49.15,2550.9,1,False,False,True,False,True,False,False,False,True,False,True,True,False,False
675,0,0,65,1,2,2,0,2,2,2,2,1,110.35,7246.15,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False
676,0,0,48,1,2,1,1,1,1,1,1,0,24.55,1203.95,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True
677,0,0,2,0,1,0,0,0,0,0,2,1,34.7,62.25,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False
678,0,0,3,1,2,0,2,2,0,2,2,0,107.95,313.6,0,False,False,False,True,True,False,False,False,True,True,False,False,True,False
679,1,0,45,1,2,0,2,0,0,0,0,0,81.4,3775.85,0,True,False,False,False,True,False,False,False,True,True,False,False,True,False
680,1,1,1,1,0,0,0,0,0,0,2,0,80.0,80.0,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
681,1,1,61,1,0,0,0,2,2,2,2,1,73.8,4616.05,0,True,False,False,False,False,False,True,True,False,True,False,True,False,False
682,0,0,3,1,0,2,0,0,2,2,0,1,64.4,195.65,0,False,True,False,False,True,False,False,False,True,True,False,True,False,False
683,0,0,40,1,2,0,0,2,2,2,2,1,103.75,4188.4,0,False,True,False,False,False,True,False,True,False,False,True,False,True,False
684,0,0,1,1,0,0,0,0,0,0,0,0,71.1,71.1,0,False,False,False,True,True,False,False,True,False,True,False,False,True,False
685,0,0,1,1,0,0,0,0,2,0,0,1,49.9,49.9,0,False,False,True,False,True,False,False,True,False,True,False,True,False,False
686,0,0,51,1,2,1,1,1,1,1,1,1,24.6,1266.4,0,True,False,False,False,False,True,False,False,True,True,False,False,False,True
687,0,0,2,1,0,2,0,0,0,0,0,1,49.25,91.1,1,False,False,True,False,True,False,False,False,True,False,True,True,False,False
688,0,0,52,0,1,0,2,0,0,0,0,0,30.1,1623.4,0,False,False,False,True,False,True,False,False,True,True,False,True,False,False
689,0,0,51,1,2,0,0,0,0,0,2,0,83.4,4149.45,0,True,False,False,False,True,False,False,False,True,True,False,False,True,False
690,0,0,1,1,0,1,1,1,1,1,1,1,20.45,20.45,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True
691,1,1,31,1,2,2,2,0,2,0,2,1,75.25,2344.5,0,True,False,False,False,False,True,False,False,True,True,False,True,False,False
692,0,1,47,1,0,1,1,1,1,1,1,0,20.55,1013.05,0,False,True,False,False,False,True,False,False,True,True,False,False,False,True
693,0,0,3,1,2,0,0,0,0,0,0,1,75.1,270.7,1,False,True,False,False,True,False,False,True,False,True,False,False,True,False
694,0,0,22,1,0,1,1,1,1,1,1,1,20.05,417.0,0,False,False,False,True,False,True,False,True,False,False,True,False,False,True
695,1,0,1,1,0,1,1,1,1,1,1,1,20.65,20.65,0,False,False,False,True,True,False,False,True,False,True,False,False,False,True
696,1,0,72,1,2,0,2,2,2,2,2,1,85.15,6316.2,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
697,1,1,3,1,0,0,0,2,0,0,0,1,50.15,168.15,1,False,False,True,False,True,False,False,False,True,True,False,True,False,False
698,1,1,47,1,0,0,2,0,0,2,0,1,84.95,4018.05,0,True,False,False,False,False,True,False,False,True,False,True,False,True,False
699,1,1,72,1,2,2,0,2,2,0,0,1,66.5,4811.6,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
700,1,1,66,1,2,0,0,2,0,2,0,1,63.3,4189.7,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
701,0,0,35,1,2,0,0,0,0,2,0,0,83.15,2848.45,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False
702,0,0,29,1,2,0,0,0,0,0,2,1,84.9,2516.2,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False
703,0,0,2,1,0,1,1,1,1,1,1,1,20.55,33.6,0,False,False,False,True,True,False,False,True,False,True,False,False,False,True
704,0,0,4,1,0,0,2,0,0,0,0,0,49.25,208.45,0,False,False,False,True,True,False,False,False,True,True,False,True,False,False
705,0,0,25,1,0,2,2,0,0,0,0,1,79.85,2015.35,1,True,False,False,False,True,False,False,True,False,True,False,False,True,False
706,0,0,65,1,0,2,2,0,2,0,0,1,59.6,3739.8,0,False,False,False,True,False,False,True,True,False,True,False,True,False,False
707,0,0,27,1,2,0,2,0,2,2,2,1,104.65,2964.0,0,True,False,False,False,False,True,False,False,True,False,True,False,True,False
708,1,0,29,1,0,0,0,2,0,0,0,1,75.3,2263.4,0,False,True,False,False,True,False,False,False,True,True,False,False,True,False
709,1,1,29,1,2,0,2,2,0,2,2,0,80.1,2211.8,0,False,True,False,False,True,False,False,False,True,True,False,True,False,False
710,0,0,1,1,0,1,1,1,1,1,1,0,19.55,19.55,1,False,False,False,True,True,False,False,False,True,True,False,False,False,True
711,1,0,20,1,0,0,0,2,2,0,0,1,81.0,1683.7,0,False,False,False,True,True,False,False,True,False,True,False,False,True,False
712,0,0,58,1,2,1,1,1,1,1,1,1,24.7,1519.0,0,False,True,False,False,False,False,True,True,False,True,False,False,False,True
713,0,1,14,1,2,2,0,0,2,0,0,1,86.0,1164.05,0,False,False,False,True,True,False,False,True,False,True,False,False,True,False
714,1,0,72,1,2,1,1,1,1,1,1,0,25.4,1710.9,0,False,False,False,True,False,False,True,False,True,True,False,False,False,True
715,0,0,46,1,2,2,0,0,0,2,0,1,89.15,4245.55,0,False,True,False,False,True,False,False,False,True,True,False,False,True,False
716,1,0,71,0,1,0,2,2,2,2,2,0,58.25,4145.9,0,True,False,False,False,False,False,True,True,False,True,False,True,False,False
717,0,0,32,1,2,0,0,0,0,0,2,1,85.65,2664.3,0,True,False,False,False,True,False,False,False,True,True,False,False,True,False
718,0,0,26,0,1,0,0,2,0,2,2,1,50.35,1277.5,0,False,True,False,False,True,False,False,True,False,True,False,True,False,False
719,1,0,68,1,2,0,0,2,0,0,0,1,80.35,5589.3,0,False,True,False,False,True,False,False,False,True,False,True,False,True,False
720,1,1,2,1,0,1,1,1,1,1,1,0,20.2,34.75,0,False,False,False,True,False,True,False,False,True,True,False,False,False,True
721,1,1,61,1,0,1,1,1,1,1,1,0,20.55,1305.95,0,False,True,False,False,False,False,True,False,True,True,False,False,False,True
722,1,1,4,1,2,0,0,0,0,0,2,1,85.95,381.3,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
723,0,0,3,1,0,0,0,0,0,0,0,1,45.35,141.5,1,False,False,True,False,True,False,False,False,True,True,False,True,False,False
724,1,0,33,1,2,0,0,0,0,2,2,1,94.5,3105.55,1,False,False,True,False,True,False,False,False,True,False,True,False,True,False
725,1,0,9,1,0,1,1,1,1,1,1,1,21.25,204.55,0,False,False,False,True,True,False,False,False,True,False,True,False,False,True
726,0,0,22,1,2,1,1,1,1,1,1,0,26.25,605.9,0,False,False,False,True,False,False,True,True,False,True,False,False,False,True
727,1,1,5,1,0,0,0,0,0,2,0,1,80.85,356.1,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
728,0,0,30,1,2,2,2,2,0,0,0,0,91.7,2758.15,1,False,True,False,False,True,False,False,True,False,False,True,False,True,False
729,0,0,65,1,2,0,2,2,2,0,2,1,74.2,4805.65,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
730,0,0,45,1,2,0,0,2,2,0,0,1,87.25,3941.7,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
731,0,0,5,1,0,1,1,1,1,1,1,0,20.35,92.75,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True
732,1,1,25,1,0,0,2,0,0,0,0,1,75.5,1901.05,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False
733,1,1,72,1,2,2,0,0,0,0,0,0,79.05,5730.7,0,True,False,False,False,False,False,True,True,False,True,False,False,True,False
734,1,0,27,1,2,0,0,2,0,0,2,0,90.15,2423.4,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
735,1,1,32,0,1,0,0,2,0,2,2,0,50.6,1653.45,0,False,True,False,False,True,False,False,False,True,True,False,True,False,False
736,0,0,30,1,2,0,2,2,2,2,2,0,110.45,3327.05,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False
737,1,0,70,1,0,2,2,2,2,0,2,0,101.0,7085.5,0,False,True,False,False,False,False,True,False,True,True,False,False,True,False
738,0,0,42,1,2,0,2,0,0,0,0,1,79.35,3344.1,0,True,False,False,False,True,False,False,False,True,False,True,False,True,False
739,1,0,72,1,2,2,2,2,2,2,2,1,89.85,6697.35,0,True,False,False,False,False,False,True,True,False,False,True,True,False,False
740,0,0,47,1,2,2,0,2,2,0,0,1,65.0,2879.9,0,False,False,False,True,False,False,True,True,False,True,False,True,False,False
741,0,0,2,1,0,2,0,2,0,0,0,1,80.45,137.1,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
742,0,0,10,1,2,2,0,0,0,2,2,0,98.55,1008.55,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
743,1,1,61,1,2,1,1,1,1,1,1,1,24.1,1551.6,0,False,False,False,True,False,False,True,True,False,True,False,False,False,True
744,0,0,5,1,0,0,0,0,0,0,0,1,44.05,202.15,0,False,True,False,False,True,False,False,True,False,True,False,True,False,False
745,1,0,72,1,2,0,2,2,2,2,2,1,110.8,7882.25,0,False,True,False,False,False,False,True,True,False,False,True,False,True,False
746,1,1,72,1,2,2,2,2,2,2,2,1,114.95,8196.4,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False
747,0,0,3,1,0,0,0,2,0,0,0,0,75.05,202.9,0,False,False,False,True,True,False,False,True,False,False,True,False,True,False
748,1,0,48,1,0,1,1,1,1,1,1,0,19.25,855.1,0,False,False,False,True,False,False,True,False,True,True,False,False,False,True
749,0,0,63,1,0,0,0,2,2,2,0,1,90.05,5817.0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False
750,0,0,27,1,0,2,2,0,0,0,0,1,56.7,1652.95,0,False,False,False,True,True,False,False,True,False,True,False,True,False,False
751,1,1,70,1,0,2,2,2,0,2,2,1,80.15,5600.15,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
752,1,1,7,1,0,2,0,2,2,0,2,1,71.35,515.75,0,False,True,False,False,True,False,False,False,True,True,False,True,False,False
753,0,1,0,1,0,1,1,1,1,1,1,0,20.25,,0,False,False,False,True,False,False,True,False,True,True,False,False,False,True
754,1,0,2,1,0,2,2,0,0,2,0,0,90.35,190.5,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
755,0,0,20,1,2,0,0,2,0,2,2,1,98.55,1842.8,1,False,False,True,False,True,False,False,False,True,False,True,False,True,False
756,0,0,66,1,0,1,1,1,1,1,1,0,19.7,1253.8,0,True,False,False,False,False,False,True,False,True,True,False,False,False,True
757,0,0,3,1,0,1,1,1,1,1,1,0,19.85,57.2,0,False,False,False,True,True,False,False,True,False,True,False,False,False,True
758,0,1,15,1,0,0,2,0,0,0,2,1,85.9,1269.55,1,True,False,False,False,True,False,False,True,False,True,False,False,True,False
759,1,1,72,1,2,2,2,0,2,0,0,1,90.35,6563.4,0,True,False,False,False,False,False,True,True,False,True,False,False,True,False
760,0,0,1,1,0,1,1,1,1,1,1,0,20.8,20.8,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True
761,0,0,22,1,0,0,0,0,0,2,2,0,89.25,1907.85,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
762,1,0,3,1,0,0,0,0,0,0,0,1,70.3,208.85,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
763,1,1,72,1,2,2,0,2,2,0,0,0,66.85,4758.8,0,True,False,False,False,False,False,True,True,False,True,False,True,False,False
764,1,1,65,1,0,1,1,1,1,1,1,0,19.9,1292.6,0,False,False,False,True,False,False,True,False,True,True,False,False,False,True
765,0,0,11,0,1,0,0,0,0,2,0,1,35.8,363.15,0,False,False,False,True,True,False,False,True,False,True,False,True,False,False
766,0,0,22,1,2,0,2,0,0,0,0,1,78.85,1600.25,0,False,False,False,True,True,False,False,False,True,True,False,False,True,False
767,0,0,14,1,0,1,1,1,1,1,1,0,20.4,275.7,0,True,False,False,False,False,True,False,False,True,True,False,False,False,True
768,0,0,41,1,0,0,0,0,2,0,0,1,74.25,3089.1,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False
769,1,0,17,1,0,2,2,0,0,0,2,0,64.8,1175.6,0,False,False,False,True,False,True,False,False,True,True,False,True,False,False
770,0,0,11,1,0,1,1,1,1,1,1,1,20.45,237.3,0,False,True,False,False,True,False,False,False,True,True,False,False,False,True
771,0,0,15,1,2,0,0,0,0,2,2,1,93.35,1444.65,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
772,0,0,1,1,0,1,1,1,1,1,1,0,19.9,19.9,1,False,False,False,True,True,False,False,True,False,True,False,False,False,True
773,1,0,5,1,0,2,0,2,0,0,2,1,88.9,454.15,1,False,False,False,True,True,False,False,True,False,True,False,False,True,False
774,1,0,33,1,0,0,0,2,0,2,2,1,95.8,3036.75,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False
775,1,0,72,1,2,2,2,2,0,2,2,1,110.65,8065.65,0,False,True,False,False,False,False,True,True,False,True,False,False,True,False
776,1,1,3,0,1,0,2,0,0,0,2,0,40.3,92.5,0,False,False,False,True,True,False,False,True,False,True,False,True,False,False
777,0,0,2,1,2,0,2,0,0,0,0,1,82.0,184.65,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
778,1,0,59,1,2,2,2,2,2,0,2,1,107.0,6152.3,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False
779,0,0,2,1,0,0,0,0,0,0,0,0,45.35,89.5,1,False,False,True,False,True,False,False,False,True,True,False,True,False,False
780,1,1,71,1,0,0,2,0,2,2,2,1,73.35,5154.5,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
781,1,1,5,1,0,0,0,0,0,0,0,0,44.8,220.45,0,False,False,False,True,True,False,False,True,False,True,False,True,False,False
782,1,1,27,1,0,2,2,0,0,0,0,1,54.75,1510.3,0,False,True,False,False,True,False,False,False,True,True,False,True,False,False
783,0,0,1,1,0,0,0,0,2,0,0,1,52.2,52.2,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False
784,0,1,63,0,1,2,2,0,2,0,0,1,40.6,2588.95,0,True,False,False,False,False,True,False,False,True,True,False,True,False,False
785,0,0,46,1,2,2,2,2,0,2,2,1,110.0,4874.8,1,False,False,True,False,False,True,False,True,False,False,True,False,True,False
786,1,1,72,1,2,2,0,0,0,0,0,0,55.3,3983.6,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
787,1,0,34,1,2,2,0,0,2,0,0,1,60.85,2003.6,0,True,False,False,False,True,False,False,True,False,True,False,True,False,False
788,1,1,24,1,2,2,2,0,0,2,2,0,78.4,1832.4,0,False,False,True,False,False,True,False,True,False,True,False,True,False,False
789,0,0,72,1,2,2,2,2,2,0,0,0,69.65,4908.25,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
790,1,1,60,0,1,2,0,2,2,2,2,0,59.85,3590.2,0,False,True,False,False,False,False,True,True,False,True,False,True,False,False
791,0,0,68,1,2,2,2,2,0,0,2,1,76.9,5023.0,0,False,True,False,False,False,True,False,False,True,True,False,True,False,False
792,1,1,8,1,0,1,1,1,1,1,1,1,19.85,146.6,0,False,False,False,True,False,False,True,True,False,True,False,False,False,True
793,0,1,34,1,0,2,0,2,2,2,0,0,67.65,2339.3,0,False,True,False,False,False,False,True,True,False,True,False,True,False,False
794,0,0,6,0,1,0,0,0,0,2,2,0,45.0,298.7,0,False,True,False,False,True,False,False,True,False,True,False,True,False,False
795,1,0,2,1,0,0,2,0,2,0,2,1,64.2,143.65,0,False,False,False,True,True,False,False,False,True,True,False,True,False,False
796,0,0,31,1,2,0,0,0,2,0,0,0,81.7,2548.65,0,False,True,False,False,False,True,False,False,True,True,False,False,True,False
797,1,1,20,1,2,1,1,1,1,1,1,1,25.55,507.4,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True
798,1,1,1,1,0,1,1,1,1,1,1,0,20.0,20.0,0,False,False,True,False,True,False,False,True,False,True,False,False,False,True
799,0,0,62,1,2,0,0,2,0,2,2,1,96.75,6125.4,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False
800,1,0,70,1,2,0,0,0,0,0,0,1,75.65,5411.4,0,False,True,False,False,False,False,True,True,False,False,True,False,True,False
801,0,0,10,1,2,0,0,0,2,2,2,1,98.5,1058.25,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
802,1,1,39,1,2,1,1,1,1,1,1,1,23.8,903.8,0,False,False,False,True,False,False,True,False,True,True,False,False,False,True
803,1,0,46,1,0,0,2,0,2,2,0,1,64.2,3009.5,0,False,True,False,False,False,False,True,True,False,True,False,True,False,False
804,0,0,6,1,0,0,2,0,0,2,0,1,85.35,489.45,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
805,1,1,72,1,2,0,0,2,0,2,2,1,76.8,5468.45,0,True,False,False,False,False,False,True,True,False,True,False,True,False,False
806,0,0,18,1,0,0,0,2,2,0,0,0,55.2,1058.1,0,False,True,False,False,True,False,False,False,True,True,False,True,False,False
807,1,0,71,1,2,2,0,2,2,2,2,1,108.55,7616.0,0,False,True,False,False,False,False,True,False,True,True,False,False,True,False
808,1,0,40,1,2,0,2,0,0,2,2,1,101.3,4113.1,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
809,0,0,1,1,0,0,0,0,0,0,0,1,69.55,69.55,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
810,0,0,58,1,2,0,2,2,0,2,2,1,103.25,6017.65,1,True,False,False,False,False,True,False,False,True,True,False,False,True,False
811,0,0,70,1,2,2,0,0,2,2,2,1,104.0,7250.15,1,False,True,False,False,False,False,True,False,True,True,False,False,True,False
812,1,0,42,1,2,1,1,1,1,1,1,0,25.25,1108.2,0,False,False,True,False,False,False,True,True,False,True,False,False,False,True
813,1,1,34,0,1,2,0,0,0,0,0,0,30.4,938.65,0,True,False,False,False,False,True,False,False,True,True,False,True,False,False
814,0,0,5,1,0,1,1,1,1,1,1,0,20.05,94.15,0,True,False,False,False,True,False,False,False,True,False,True,False,False,True
815,0,0,25,1,2,0,0,0,0,2,0,1,84.6,2088.05,0,False,False,False,True,True,False,False,True,False,True,False,False,True,False
816,0,0,2,1,0,0,0,2,0,0,2,1,86.2,178.7,1,False,False,False,True,True,False,False,True,False,True,False,False,True,False
817,1,1,55,1,0,0,2,2,2,2,2,1,103.7,5656.75,0,True,False,False,False,False,True,False,True,False,True,False,False,True,False
818,1,0,21,1,2,0,2,2,2,2,2,1,111.2,2317.1,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
819,1,0,70,1,2,2,2,0,2,0,0,1,88.0,5986.45,0,False,True,False,False,False,False,True,False,True,True,False,False,True,False
820,1,0,61,1,2,0,0,2,2,2,2,1,106.35,6751.35,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
821,1,1,43,1,0,2,0,2,2,2,2,1,79.15,3566.6,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
822,0,0,47,1,2,0,2,2,0,2,2,1,103.1,4889.3,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False
823,0,0,5,1,0,0,0,2,2,2,0,1,63.95,318.1,0,False,True,False,False,True,False,False,False,True,True,False,True,False,False
824,0,0,62,1,2,1,1,1,1,1,1,1,25.8,1563.95,0,False,True,False,False,False,False,True,True,False,True,False,False,False,True
825,1,1,16,1,0,0,2,2,0,2,0,1,89.45,1430.25,1,False,True,False,False,True,False,False,True,False,True,False,False,True,False
826,1,0,7,1,2,0,0,0,0,2,2,1,95.6,644.35,1,True,False,False,False,True,False,False,False,True,False,True,False,True,False
827,1,1,14,1,2,1,1,1,1,1,1,0,25.55,372.45,0,False,False,False,True,True,False,False,True,False,True,False,False,False,True
828,1,1,60,1,0,0,2,2,0,2,0,0,90.95,5453.4,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False
829,1,1,34,0,1,0,0,2,2,2,0,1,44.85,1442.6,0,False,False,True,False,True,False,False,False,True,True,False,True,False,False
830,1,0,50,1,2,2,2,0,2,2,2,0,108.55,5610.7,1,False,False,True,False,False,True,False,True,False,True,False,False,True,False
831,1,1,38,1,2,1,1,1,1,1,1,0,25.05,963.95,0,False,True,False,False,False,False,True,False,True,True,False,False,False,True
832,1,1,70,1,0,2,2,2,2,0,2,0,74.1,5222.3,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False
833,1,1,37,1,2,0,2,0,0,2,0,1,88.8,3340.55,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
834,0,0,4,1,0,0,0,0,0,2,0,1,78.85,292.8,1,False,False,True,False,True,False,False,True,False,False,True,False,True,False
835,1,1,60,1,2,2,2,0,0,0,2,1,93.25,5774.55,0,False,False,True,False,True,False,False,False,True,False,True,False,True,False
836,1,1,62,1,0,2,0,2,2,0,2,0,71.4,4487.3,0,False,True,False,False,False,True,False,False,True,True,False,True,False,False
837,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,1,False,False,False,True,True,False,False,False,True,True,False,True,False,False
838,0,0,36,1,0,2,0,2,2,2,2,1,79.2,2854.95,0,False,True,False,False,True,False,False,False,True,True,False,True,False,False
839,0,0,44,1,0,1,1,1,1,1,1,0,20.4,905.55,0,False,True,False,False,False,False,True,False,True,True,False,False,False,True
840,0,0,55,1,2,0,0,2,0,2,2,1,100.0,5509.3,1,False,False,True,False,False,True,False,True,False,False,True,False,True,False
841,1,0,72,1,2,2,0,2,0,2,2,1,105.0,7589.8,0,False,True,False,False,False,False,True,True,False,True,False,False,True,False
842,1,1,12,1,0,1,1,1,1,1,1,0,19.8,229.6,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True
843,0,0,13,0,1,2,0,0,0,0,0,1,30.85,394.1,0,True,False,False,False,True,False,False,True,False,True,False,True,False,False
844,0,0,1,1,0,0,0,0,0,2,2,1,89.9,89.9,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
845,1,1,15,1,0,1,1,1,1,1,1,0,20.55,295.95,0,False,False,False,True,False,True,False,True,False,True,False,False,False,True
846,0,0,65,1,0,2,2,2,2,2,2,1,84.85,5459.2,0,True,False,False,False,False,False,True,True,False,True,False,True,False,False
847,1,1,12,0,1,2,0,0,2,0,0,0,33.15,444.75,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False
848,1,0,72,1,2,2,2,2,2,2,2,1,92.0,6782.15,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
849,1,1,72,1,2,2,2,2,2,2,2,0,89.8,6510.45,0,False,True,False,False,False,False,True,True,False,True,False,True,False,False
850,1,1,72,1,2,2,2,2,2,2,2,1,115.8,8476.5,0,True,False,False,False,False,False,True,True,False,True,False,False,True,False
851,0,1,52,1,2,2,2,0,2,2,2,1,85.15,4461.85,0,False,False,False,True,False,False,True,False,True,True,False,True,False,False
852,0,0,2,1,2,1,1,1,1,1,1,0,24.85,62.0,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True
853,0,0,5,1,0,2,0,0,2,2,0,1,64.35,352.65,0,False,False,True,False,True,False,False,True,False,True,False,True,False,False
854,0,0,68,1,0,1,1,1,1,1,1,0,20.5,1424.9,0,False,True,False,False,False,False,True,True,False,True,False,False,False,True
855,0,1,62,1,2,0,0,2,0,2,2,1,100.15,6413.65,1,False,False,True,False,False,True,False,True,False,True,False,False,True,False
856,0,0,72,1,2,2,2,0,2,2,2,0,86.05,6309.65,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
857,0,0,1,1,0,0,2,0,0,0,0,0,50.8,50.8,1,False,False,True,False,True,False,False,False,True,True,False,True,False,False
858,1,0,66,1,2,2,2,0,2,0,0,0,89.0,5898.6,0,False,False,True,False,False,True,False,True,False,True,False,False,True,False
859,1,1,72,0,1,2,2,2,2,2,2,1,64.8,4719.75,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
860,0,0,26,1,0,1,1,1,1,1,1,0,19.8,457.3,0,False,True,False,False,False,True,False,False,True,True,False,False,False,True
861,1,1,64,1,2,2,0,2,0,0,2,0,93.4,5822.3,0,True,False,False,False,False,False,True,False,True,True,False,False,True,False
862,1,0,20,1,0,0,2,0,0,0,0,1,73.65,1463.5,1,False,False,True,False,True,False,False,False,True,False,True,False,True,False
863,0,0,3,1,0,0,2,0,0,2,2,1,95.1,307.4,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
864,0,0,22,1,2,0,0,0,0,2,2,1,94.65,2104.55,1,False,True,False,False,True,False,False,False,True,True,False,False,True,False
865,1,0,4,1,0,0,0,2,2,0,0,1,80.6,319.15,1,False,False,False,True,True,False,False,False,True,True,False,False,True,False
866,1,0,62,0,1,0,0,0,2,2,0,1,39.0,2337.45,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
867,0,0,5,1,0,1,1,1,1,1,1,1,20.5,104.3,0,False,False,False,True,True,False,False,True,False,True,False,False,False,True
868,1,0,59,1,2,0,0,0,0,0,2,0,85.55,5084.65,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False
869,0,1,3,1,2,1,1,1,1,1,1,1,26.4,121.25,0,False,False,False,True,False,False,True,False,True,True,False,False,False,True
870,1,0,72,1,2,2,0,2,2,2,0,1,98.2,7015.9,0,True,False,False,False,False,False,True,True,False,True,False,False,True,False
871,1,1,57,1,0,0,2,2,0,2,2,1,97.55,5598.0,0,False,True,False,False,False,True,False,False,True,True,False,False,True,False
872,0,1,66,1,0,1,1,1,1,1,1,0,19.95,1269.1,0,False,True,False,False,False,False,True,False,True,True,False,False,False,True
873,0,0,60,0,1,0,2,0,0,2,2,1,50.8,3027.4,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False
874,0,1,45,1,2,0,0,2,0,2,2,0,99.7,4634.35,0,True,False,False,False,False,False,True,False,True,True,False,False,True,False
875,0,0,3,0,1,0,0,0,0,2,0,1,34.8,113.95,0,False,True,False,False,True,False,False,True,False,True,False,True,False,False
876,0,0,15,1,0,2,0,2,2,2,2,0,105.1,1582.75,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
877,0,1,51,0,1,2,0,2,2,2,2,0,60.15,3077.0,0,True,False,False,False,False,True,False,True,False,True,False,True,False,False
878,0,0,60,1,2,2,0,2,2,0,0,0,64.75,4039.5,0,False,False,True,False,False,True,False,True,False,True,False,True,False,False
879,0,0,33,1,2,0,2,0,0,0,0,1,54.65,1665.2,0,True,False,False,False,True,False,False,False,True,True,False,True,False,False
880,0,0,10,1,0,2,2,2,2,2,2,1,110.1,1043.3,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
881,0,0,26,1,0,1,1,1,1,1,1,0,19.3,504.2,0,False,True,False,False,False,True,False,False,True,False,True,False,False,True
882,0,0,6,1,0,0,0,2,0,0,2,0,83.9,497.55,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
883,1,0,67,1,2,2,0,2,2,2,2,1,111.25,7511.65,0,False,False,True,False,False,True,False,True,False,True,False,False,True,False
